trip_id,arrival_time,departure_time,stop_id,stop_sequence
L253034_F_16,09:45:00,09:45:00,ZAAMOUCHE,1
L253034_F_16,10:38:32,10:38:32,BOUMERZOUG,2
L253034_B_16,09:45:00,09:45:00,BOUMERZOUG,1
L253034_B_16,10:38:32,10:38:32,ZAAMOUCHE,2
L253034_F_17,10:00:00,10:00:00,ZAAMOUCHE,1
L253034_F_17,10:53:32,10:53:32,BOUMERZOUG,2
L253034_B_17,10:00:00,10:00:00,BOUMERZOUG,1
L253034_B_17,10:53:32,10:53:32,ZAAMOUCHE,2
L253034_F_18,10:15:00,10:15:00,ZAAMOUCHE,1
L253034_F_18,11:08:32,11:08:32,BOUMERZOUG,2
L253034_B_18,10:15:00,10:15:00,BOUMERZOUG,1
L253034_B_18,11:08:32,11:08:32,ZAAMOUCHE,2
L253034_F_19,10:30:00,10:30:00,ZAAMOUCHE,1
L253034_F_19,11:23:32,11:23:32,BOUMERZOUG,2
L253034_B_19,10:30:00,10:30:00,BOUMERZOUG,1
L253034_B_19,11:23:32,11:23:32,ZAAMOUCHE,2
L253034_F_20,10:45:00,10:45:00,ZAAMOUCHE,1
L253034_F_20,11:38:32,11:38:32,BOUMERZOUG,2
L253034_B_20,10:45:00,10:45:00,BOUMERZOUG,1
L253034_B_20,11:38:32,11:38:32,ZAAMOUCHE,2
L253034_F_21,11:00:00,11:00:00,ZAAMOUCHE,1
L253034_F_21,11:53:32,11:53:32,BOUMERZOUG,2
L253034_B_21,11:00:00,11:00:00,BOUMERZOUG,1
L253034_B_21,11:53:32,11:53:32,ZAAMOUCHE,2
L253034_F_22,11:15:00,11:15:00,ZAAMOUCHE,1
L253034_F_22,12:08:32,12:08:32,BOUMERZOUG,2
L253034_B_22,11:15:00,11:15:00,BOUMERZOUG,1
L253034_B_22,12:08:32,12:08:32,ZAAMOUCHE,2
L253034_F_23,11:30:00,11:30:00,ZAAMOUCHE,1
L253034_F_23,12:23:32,12:23:32,BOUMERZOUG,2
L253034_B_23,11:30:00,11:30:00,BOUMERZOUG,1
L253034_B_23,12:23:32,12:23:32,ZAAMOUCHE,2
L253034_F_24,11:45:00,11:45:00,ZAAMOUCHE,1
L253034_F_24,12:38:32,12:38:32,BOUMERZOUG,2
L253034_B_24,11:45:00,11:45:00,BOUMERZOUG,1
L253034_B_24,12:38:32,12:38:32,ZAAMOUCHE,2
L253034_F_25,12:00:00,12:00:00,ZAAMOUCHE,1
L253034_F_25,12:53:32,12:53:32,BOUMERZOUG,2
L253034_B_25,12:00:00,12:00:00,BOUMERZOUG,1
L253034_B_25,12:53:32,12:53:32,ZAAMOUCHE,2
L253034_F_26,12:15:00,12:15:00,ZAAMOUCHE,1
L253034_F_26,13:08:32,13:08:32,BOUMERZOUG,2
L253034_B_26,12:15:00,12:15:00,BOUMERZOUG,1
L253034_B_26,13:08:32,13:08:32,ZAAMOUCHE,2
L253034_F_27,12:30:00,12:30:00,ZAAMOUCHE,1
L253034_F_27,13:23:32,13:23:32,BOUMERZOUG,2
L253034_B_27,12:30:00,12:30:00,BOUMERZOUG,1
L253034_B_27,13:23:32,13:23:32,ZAAMOUCHE,2
L253034_F_28,12:45:00,12:45:00,ZAAMOUCHE,1
L253034_F_28,13:38:32,13:38:32,BOUMERZOUG,2
L253034_B_28,12:45:00,12:45:00,BOUMERZOUG,1
L253034_B_28,13:38:32,13:38:32,ZAAMOUCHE,2
L253034_F_29,13:00:00,13:00:00,ZAAMOUCHE,1
L253034_F_29,13:53:32,13:53:32,BOUMERZOUG,2
L253034_B_29,13:00:00,13:00:00,BOUMERZOUG,1
L253034_B_29,13:53:32,13:53:32,ZAAMOUCHE,2
L253034_F_30,13:15:00,13:15:00,ZAAMOUCHE,1
L253034_F_30,14:08:32,14:08:32,BOUMERZOUG,2
L253034_B_30,13:15:00,13:15:00,BOUMERZOUG,1
L253034_B_30,14:08:32,14:08:32,ZAAMOUCHE,2
L253034_F_31,13:30:00,13:30:00,ZAAMOUCHE,1
L253034_F_31,14:23:32,14:23:32,BOUMERZOUG,2
L253034_B_31,13:30:00,13:30:00,BOUMERZOUG,1
L253034_B_31,14:23:32,14:23:32,ZAAMOUCHE,2
L253034_F_32,13:45:00,13:45:00,ZAAMOUCHE,1
L253034_F_32,14:38:32,14:38:32,BOUMERZOUG,2
L253034_B_32,13:45:00,13:45:00,BOUMERZOUG,1
L253034_B_32,14:38:32,14:38:32,ZAAMOUCHE,2
L253034_F_33,14:00:00,14:00:00,ZAAMOUCHE,1
L253034_F_33,14:53:32,14:53:32,BOUMERZOUG,2
L253034_B_33,14:00:00,14:00:00,BOUMERZOUG,1
L253034_B_33,14:53:32,14:53:32,ZAAMOUCHE,2
L253034_F_34,14:15:00,14:15:00,ZAAMOUCHE,1
L253034_F_34,15:08:32,15:08:32,BOUMERZOUG,2
L253034_B_34,14:15:00,14:15:00,BOUMERZOUG,1
L253034_B_34,15:08:32,15:08:32,ZAAMOUCHE,2
L253034_F_35,14:30:00,14:30:00,ZAAMOUCHE,1
L253034_F_35,15:23:32,15:23:32,BOUMERZOUG,2
L253034_B_35,14:30:00,14:30:00,BOUMERZOUG,1
L253034_B_35,15:23:32,15:23:32,ZAAMOUCHE,2
L253034_F_36,14:45:00,14:45:00,ZAAMOUCHE,1
L253034_F_36,15:38:32,15:38:32,BOUMERZOUG,2
L253034_B_36,14:45:00,14:45:00,BOUMERZOUG,1
L253034_B_36,15:38:32,15:38:32,ZAAMOUCHE,2
L253034_F_37,15:00:00,15:00:00,ZAAMOUCHE,1
L253034_F_37,15:53:32,15:53:32,BOUMERZOUG,2
L253034_B_37,15:00:00,15:00:00,BOUMERZOUG,1
L253034_B_37,15:53:32,15:53:32,ZAAMOUCHE,2
L253034_F_38,15:15:00,15:15:00,ZAAMOUCHE,1
L253034_F_38,16:08:32,16:08:32,BOUMERZOUG,2
L253034_B_38,15:15:00,15:15:00,BOUMERZOUG,1
L253034_B_38,16:08:32,16:08:32,ZAAMOUCHE,2
L253034_F_39,15:30:00,15:30:00,ZAAMOUCHE,1
L253034_F_39,16:23:32,16:23:32,BOUMERZOUG,2
L253034_B_39,15:30:00,15:30:00,BOUMERZOUG,1
L253034_B_39,16:23:32,16:23:32,ZAAMOUCHE,2
L253034_F_40,15:45:00,15:45:00,ZAAMOUCHE,1
L253034_F_40,16:38:32,16:38:32,BOUMERZOUG,2
L253034_B_40,15:45:00,15:45:00,BOUMERZOUG,1
L253034_B_40,16:38:32,16:38:32,ZAAMOUCHE,2
L253034_F_41,16:00:00,16:00:00,ZAAMOUCHE,1
L253034_F_41,16:53:32,16:53:32,BOUMERZOUG,2
L253034_B_41,16:00:00,16:00:00,BOUMERZOUG,1
L253034_B_41,16:53:32,16:53:32,ZAAMOUCHE,2
L253034_F_42,16:15:00,16:15:00,ZAAMOUCHE,1
L253034_F_42,17:08:32,17:08:32,BOUMERZOUG,2
L253034_B_42,16:15:00,16:15:00,BOUMERZOUG,1
L253034_B_42,17:08:32,17:08:32,ZAAMOUCHE,2
L253034_F_43,16:30:00,16:30:00,ZAAMOUCHE,1
L253034_F_43,17:23:32,17:23:32,BOUMERZOUG,2
L253034_B_43,16:30:00,16:30:00,BOUMERZOUG,1
L253034_B_43,17:23:32,17:23:32,ZAAMOUCHE,2
L253034_F_44,16:45:00,16:45:00,ZAAMOUCHE,1
L253034_F_44,17:38:32,17:38:32,BOUMERZOUG,2
L253034_B_44,16:45:00,16:45:00,BOUMERZOUG,1
L253034_B_44,17:38:32,17:38:32,ZAAMOUCHE,2
L253034_F_45,17:00:00,17:00:00,ZAAMOUCHE,1
L253034_F_45,17:53:32,17:53:32,BOUMERZOUG,2
L253034_B_45,17:00:00,17:00:00,BOUMERZOUG,1
L253034_B_45,17:53:32,17:53:32,ZAAMOUCHE,2
L253034_F_46,17:15:00,17:15:00,ZAAMOUCHE,1
L253034_F_46,18:08:32,18:08:32,BOUMERZOUG,2
L253034_B_46,17:15:00,17:15:00,BOUMERZOUG,1
L253034_B_46,18:08:32,18:08:32,ZAAMOUCHE,2
L253034_F_47,17:30:00,17:30:00,ZAAMOUCHE,1
L253034_F_47,18:23:32,18:23:32,BOUMERZOUG,2
L253034_B_47,17:30:00,17:30:00,BOUMERZOUG,1
L253034_B_47,18:23:32,18:23:32,ZAAMOUCHE,2
L253034_F_48,17:45:00,17:45:00,ZAAMOUCHE,1
L253034_F_48,18:38:32,18:38:32,BOUMERZOUG,2
L253034_B_48,17:45:00,17:45:00,BOUMERZOUG,1
L253034_B_48,18:38:32,18:38:32,ZAAMOUCHE,2
L253034_F_49,18:00:00,18:00:00,ZAAMOUCHE,1
L253034_F_49,18:53:32,18:53:32,BOUMERZOUG,2
L253034_B_49,18:00:00,18:00:00,BOUMERZOUG,1
L253034_B_49,18:53:32,18:53:32,ZAAMOUCHE,2
L253034_F_50,18:15:00,18:15:00,ZAAMOUCHE,1
L253034_F_50,19:08:32,19:08:32,BOUMERZOUG,2
L253034_B_50,18:15:00,18:15:00,BOUMERZOUG,1
L253034_B_50,19:08:32,19:08:32,ZAAMOUCHE,2
L253034_F_51,18:30:00,18:30:00,ZAAMOUCHE,1
L253034_F_51,19:23:32,19:23:32,BOUMERZOUG,2
L253034_B_51,18:30:00,18:30:00,BOUMERZOUG,1
L253034_B_51,19:23:32,19:23:32,ZAAMOUCHE,2
L253034_F_52,18:45:00,18:45:00,ZAAMOUCHE,1
L253034_F_52,19:38:32,19:38:32,BOUMERZOUG,2
L253034_B_52,18:45:00,18:45:00,BOUMERZOUG,1
L253034_B_52,19:38:32,19:38:32,ZAAMOUCHE,2
L253034_F_53,19:00:00,19:00:00,ZAAMOUCHE,1
L253034_F_53,19:53:32,19:53:32,BOUMERZOUG,2
L253034_B_53,19:00:00,19:00:00,BOUMERZOUG,1
L253034_B_53,19:53:32,19:53:32,ZAAMOUCHE,2
L253034_F_54,19:15:00,19:15:00,ZAAMOUCHE,1
L253034_F_54,20:08:32,20:08:32,BOUMERZOUG,2
L253034_B_54,19:15:00,19:15:00,BOUMERZOUG,1
L253034_B_54,20:08:32,20:08:32,ZAAMOUCHE,2
L253034_F_55,19:30:00,19:30:00,ZAAMOUCHE,1
L253034_F_55,20:23:32,20:23:32,BOUMERZOUG,2
L253034_B_55,19:30:00,19:30:00,BOUMERZOUG,1
L253034_B_55,20:23:32,20:23:32,ZAAMOUCHE,2
L253034_F_56,19:45:00,19:45:00,ZAAMOUCHE,1
L253034_F_56,20:38:32,20:38:32,BOUMERZOUG,2
L253034_B_56,19:45:00,19:45:00,BOUMERZOUG,1
L253034_B_56,20:38:32,20:38:32,ZAAMOUCHE,2
L253035_F_1,06:00:00,06:00:00,KHEMISTI,1
L253035_F_1,06:02:40,06:02:40,DJEBEL_ELOUAHCH,2
L253035_B_1,06:00:00,06:00:00,DJEBEL_ELOUAHCH,1
L253035_B_1,06:02:40,06:02:40,KHEMISTI,2
L253035_F_2,06:15:00,06:15:00,KHEMISTI,1
L253035_F_2,06:17:40,06:17:40,DJEBEL_ELOUAHCH,2
L253035_B_2,06:15:00,06:15:00,DJEBEL_ELOUAHCH,1
L253035_B_2,06:17:40,06:17:40,KHEMISTI,2
L253035_F_3,06:30:00,06:30:00,KHEMISTI,1
L253035_F_3,06:32:40,06:32:40,DJEBEL_ELOUAHCH,2
L253035_B_3,06:30:00,06:30:00,DJEBEL_ELOUAHCH,1
L253035_B_3,06:32:40,06:32:40,KHEMISTI,2
L253035_F_4,06:45:00,06:45:00,KHEMISTI,1
L253035_F_4,06:47:40,06:47:40,DJEBEL_ELOUAHCH,2
L253035_B_4,06:45:00,06:45:00,DJEBEL_ELOUAHCH,1
L253035_B_4,06:47:40,06:47:40,KHEMISTI,2
L253035_F_5,07:00:00,07:00:00,KHEMISTI,1
L253035_F_5,07:02:40,07:02:40,DJEBEL_ELOUAHCH,2
L253035_B_5,07:00:00,07:00:00,DJEBEL_ELOUAHCH,1
L253035_B_5,07:02:40,07:02:40,KHEMISTI,2
L253035_F_6,07:15:00,07:15:00,KHEMISTI,1
L253035_F_6,07:17:40,07:17:40,DJEBEL_ELOUAHCH,2
L253035_B_6,07:15:00,07:15:00,DJEBEL_ELOUAHCH,1
L253035_B_6,07:17:40,07:17:40,KHEMISTI,2
L253035_F_7,07:30:00,07:30:00,KHEMISTI,1
L253035_F_7,07:32:40,07:32:40,DJEBEL_ELOUAHCH,2
L253035_B_7,07:30:00,07:30:00,DJEBEL_ELOUAHCH,1
L253035_B_7,07:32:40,07:32:40,KHEMISTI,2
L253035_F_8,07:45:00,07:45:00,KHEMISTI,1
L253035_F_8,07:47:40,07:47:40,DJEBEL_ELOUAHCH,2
L253035_B_8,07:45:00,07:45:00,DJEBEL_ELOUAHCH,1
L253035_B_8,07:47:40,07:47:40,KHEMISTI,2
L253035_F_9,08:00:00,08:00:00,KHEMISTI,1
L253035_F_9,08:02:40,08:02:40,DJEBEL_ELOUAHCH,2
L253035_B_9,08:00:00,08:00:00,DJEBEL_ELOUAHCH,1
L253035_B_9,08:02:40,08:02:40,KHEMISTI,2
L253035_F_10,08:15:00,08:15:00,KHEMISTI,1
L253035_F_10,08:17:40,08:17:40,DJEBEL_ELOUAHCH,2
L253035_B_10,08:15:00,08:15:00,DJEBEL_ELOUAHCH,1
L253035_B_10,08:17:40,08:17:40,KHEMISTI,2
L253035_F_11,08:30:00,08:30:00,KHEMISTI,1
L253035_F_11,08:32:40,08:32:40,DJEBEL_ELOUAHCH,2
L253035_B_11,08:30:00,08:30:00,DJEBEL_ELOUAHCH,1
L253035_B_11,08:32:40,08:32:40,KHEMISTI,2
L253035_F_12,08:45:00,08:45:00,KHEMISTI,1
L253035_F_12,08:47:40,08:47:40,DJEBEL_ELOUAHCH,2
L253035_B_12,08:45:00,08:45:00,DJEBEL_ELOUAHCH,1
L253035_B_12,08:47:40,08:47:40,KHEMISTI,2
L253035_F_13,09:00:00,09:00:00,KHEMISTI,1
L253035_F_13,09:02:40,09:02:40,DJEBEL_ELOUAHCH,2
L253035_B_13,09:00:00,09:00:00,DJEBEL_ELOUAHCH,1
L253035_B_13,09:02:40,09:02:40,KHEMISTI,2
L253035_F_14,09:15:00,09:15:00,KHEMISTI,1
L253035_F_14,09:17:40,09:17:40,DJEBEL_ELOUAHCH,2
L253035_B_14,09:15:00,09:15:00,DJEBEL_ELOUAHCH,1
L253035_B_14,09:17:40,09:17:40,KHEMISTI,2
L253035_F_15,09:30:00,09:30:00,KHEMISTI,1
L253035_F_15,09:32:40,09:32:40,DJEBEL_ELOUAHCH,2
L253035_B_15,09:30:00,09:30:00,DJEBEL_ELOUAHCH,1
L253035_B_15,09:32:40,09:32:40,KHEMISTI,2
L253035_F_16,09:45:00,09:45:00,KHEMISTI,1
L253035_F_16,09:47:40,09:47:40,DJEBEL_ELOUAHCH,2
L253035_B_16,09:45:00,09:45:00,DJEBEL_ELOUAHCH,1
L253035_B_16,09:47:40,09:47:40,KHEMISTI,2
L253035_F_17,10:00:00,10:00:00,KHEMISTI,1
L253035_F_17,10:02:40,10:02:40,DJEBEL_ELOUAHCH,2
L253035_B_17,10:00:00,10:00:00,DJEBEL_ELOUAHCH,1
L253035_B_17,10:02:40,10:02:40,KHEMISTI,2
L253035_F_18,10:15:00,10:15:00,KHEMISTI,1
L253035_F_18,10:17:40,10:17:40,DJEBEL_ELOUAHCH,2
L253035_B_18,10:15:00,10:15:00,DJEBEL_ELOUAHCH,1
L253035_B_18,10:17:40,10:17:40,KHEMISTI,2
L253035_F_19,10:30:00,10:30:00,KHEMISTI,1
L253035_F_19,10:32:40,10:32:40,DJEBEL_ELOUAHCH,2
L253035_B_19,10:30:00,10:30:00,DJEBEL_ELOUAHCH,1
L253035_B_19,10:32:40,10:32:40,KHEMISTI,2
L253035_F_20,10:45:00,10:45:00,KHEMISTI,1
L253035_F_20,10:47:40,10:47:40,DJEBEL_ELOUAHCH,2
L253035_B_20,10:45:00,10:45:00,DJEBEL_ELOUAHCH,1
L253035_B_20,10:47:40,10:47:40,KHEMISTI,2
L253035_F_21,11:00:00,11:00:00,KHEMISTI,1
L253035_F_21,11:02:40,11:02:40,DJEBEL_ELOUAHCH,2
L253035_B_21,11:00:00,11:00:00,DJEBEL_ELOUAHCH,1
L253035_B_21,11:02:40,11:02:40,KHEMISTI,2
L253035_F_22,11:15:00,11:15:00,KHEMISTI,1
L253035_F_22,11:17:40,11:17:40,DJEBEL_ELOUAHCH,2
L253035_B_22,11:15:00,11:15:00,DJEBEL_ELOUAHCH,1
L253035_B_22,11:17:40,11:17:40,KHEMISTI,2
L253035_F_23,11:30:00,11:30:00,KHEMISTI,1
L253035_F_23,11:32:40,11:32:40,DJEBEL_ELOUAHCH,2
L253035_B_23,11:30:00,11:30:00,DJEBEL_ELOUAHCH,1
L253035_B_23,11:32:40,11:32:40,KHEMISTI,2
L253035_F_24,11:45:00,11:45:00,KHEMISTI,1
L253035_F_24,11:47:40,11:47:40,DJEBEL_ELOUAHCH,2
L253035_B_24,11:45:00,11:45:00,DJEBEL_ELOUAHCH,1
L253035_B_24,11:47:40,11:47:40,KHEMISTI,2
L253035_F_25,12:00:00,12:00:00,KHEMISTI,1
L253035_F_25,12:02:40,12:02:40,DJEBEL_ELOUAHCH,2
L253035_B_25,12:00:00,12:00:00,DJEBEL_ELOUAHCH,1
L253035_B_25,12:02:40,12:02:40,KHEMISTI,2
L253035_F_26,12:15:00,12:15:00,KHEMISTI,1
L253035_F_26,12:17:40,12:17:40,DJEBEL_ELOUAHCH,2
L253035_B_26,12:15:00,12:15:00,DJEBEL_ELOUAHCH,1
L253035_B_26,12:17:40,12:17:40,KHEMISTI,2
L253035_F_27,12:30:00,12:30:00,KHEMISTI,1
L253035_F_27,12:32:40,12:32:40,DJEBEL_ELOUAHCH,2
L253035_B_27,12:30:00,12:30:00,DJEBEL_ELOUAHCH,1
L253035_B_27,12:32:40,12:32:40,KHEMISTI,2
L253035_F_28,12:45:00,12:45:00,KHEMISTI,1
L253035_F_28,12:47:40,12:47:40,DJEBEL_ELOUAHCH,2
L253035_B_28,12:45:00,12:45:00,DJEBEL_ELOUAHCH,1
L253035_B_28,12:47:40,12:47:40,KHEMISTI,2
L253035_F_29,13:00:00,13:00:00,KHEMISTI,1
L253035_F_29,13:02:40,13:02:40,DJEBEL_ELOUAHCH,2
L253035_B_29,13:00:00,13:00:00,DJEBEL_ELOUAHCH,1
L253035_B_29,13:02:40,13:02:40,KHEMISTI,2
L253035_F_30,13:15:00,13:15:00,KHEMISTI,1
L253035_F_30,13:17:40,13:17:40,DJEBEL_ELOUAHCH,2
L253035_B_30,13:15:00,13:15:00,DJEBEL_ELOUAHCH,1
L253035_B_30,13:17:40,13:17:40,KHEMISTI,2
L253035_F_31,13:30:00,13:30:00,KHEMISTI,1
L253035_F_31,13:32:40,13:32:40,DJEBEL_ELOUAHCH,2
L253035_B_31,13:30:00,13:30:00,DJEBEL_ELOUAHCH,1
L253035_B_31,13:32:40,13:32:40,KHEMISTI,2
L253035_F_32,13:45:00,13:45:00,KHEMISTI,1
L253035_F_32,13:47:40,13:47:40,DJEBEL_ELOUAHCH,2
L253035_B_32,13:45:00,13:45:00,DJEBEL_ELOUAHCH,1
L253035_B_32,13:47:40,13:47:40,KHEMISTI,2
L253035_F_33,14:00:00,14:00:00,KHEMISTI,1
L253035_F_33,14:02:40,14:02:40,DJEBEL_ELOUAHCH,2
L253035_B_33,14:00:00,14:00:00,DJEBEL_ELOUAHCH,1
L253035_B_33,14:02:40,14:02:40,KHEMISTI,2
L253035_F_34,14:15:00,14:15:00,KHEMISTI,1
L253035_F_34,14:17:40,14:17:40,DJEBEL_ELOUAHCH,2
L253035_B_34,14:15:00,14:15:00,DJEBEL_ELOUAHCH,1
L253035_B_34,14:17:40,14:17:40,KHEMISTI,2
L253035_F_35,14:30:00,14:30:00,KHEMISTI,1
L253035_F_35,14:32:40,14:32:40,DJEBEL_ELOUAHCH,2
L253035_B_35,14:30:00,14:30:00,DJEBEL_ELOUAHCH,1
L253035_B_35,14:32:40,14:32:40,KHEMISTI,2
L253035_F_36,14:45:00,14:45:00,KHEMISTI,1
L253035_F_36,14:47:40,14:47:40,DJEBEL_ELOUAHCH,2
L253035_B_36,14:45:00,14:45:00,DJEBEL_ELOUAHCH,1
L253035_B_36,14:47:40,14:47:40,KHEMISTI,2
L253035_F_37,15:00:00,15:00:00,KHEMISTI,1
L253035_F_37,15:02:40,15:02:40,DJEBEL_ELOUAHCH,2
L253035_B_37,15:00:00,15:00:00,DJEBEL_ELOUAHCH,1
L253035_B_37,15:02:40,15:02:40,KHEMISTI,2
L253035_F_38,15:15:00,15:15:00,KHEMISTI,1
L253035_F_38,15:17:40,15:17:40,DJEBEL_ELOUAHCH,2
L253035_B_38,15:15:00,15:15:00,DJEBEL_ELOUAHCH,1
L253035_B_38,15:17:40,15:17:40,KHEMISTI,2
L253035_F_39,15:30:00,15:30:00,KHEMISTI,1
L253035_F_39,15:32:40,15:32:40,DJEBEL_ELOUAHCH,2
L253035_B_39,15:30:00,15:30:00,DJEBEL_ELOUAHCH,1
L253035_B_39,15:32:40,15:32:40,KHEMISTI,2
L253035_F_40,15:45:00,15:45:00,KHEMISTI,1
L253035_F_40,15:47:40,15:47:40,DJEBEL_ELOUAHCH,2
L253035_B_40,15:45:00,15:45:00,DJEBEL_ELOUAHCH,1
L253035_B_40,15:47:40,15:47:40,KHEMISTI,2
L253035_F_41,16:00:00,16:00:00,KHEMISTI,1
L253035_F_41,16:02:40,16:02:40,DJEBEL_ELOUAHCH,2
L253035_B_41,16:00:00,16:00:00,DJEBEL_ELOUAHCH,1
L253035_B_41,16:02:40,16:02:40,KHEMISTI,2
L253035_F_42,16:15:00,16:15:00,KHEMISTI,1
L253035_F_42,16:17:40,16:17:40,DJEBEL_ELOUAHCH,2
L253035_B_42,16:15:00,16:15:00,DJEBEL_ELOUAHCH,1
L253035_B_42,16:17:40,16:17:40,KHEMISTI,2
L253035_F_43,16:30:00,16:30:00,KHEMISTI,1
L253035_F_43,16:32:40,16:32:40,DJEBEL_ELOUAHCH,2
L253035_B_43,16:30:00,16:30:00,DJEBEL_ELOUAHCH,1
L253035_B_43,16:32:40,16:32:40,KHEMISTI,2
L253035_F_44,16:45:00,16:45:00,KHEMISTI,1
L253035_F_44,16:47:40,16:47:40,DJEBEL_ELOUAHCH,2
L253035_B_44,16:45:00,16:45:00,DJEBEL_ELOUAHCH,1
L253035_B_44,16:47:40,16:47:40,KHEMISTI,2
L253035_F_45,17:00:00,17:00:00,KHEMISTI,1
L253035_F_45,17:02:40,17:02:40,DJEBEL_ELOUAHCH,2
L253035_B_45,17:00:00,17:00:00,DJEBEL_ELOUAHCH,1
L253035_B_45,17:02:40,17:02:40,KHEMISTI,2
L253035_F_46,17:15:00,17:15:00,KHEMISTI,1
L253035_F_46,17:17:40,17:17:40,DJEBEL_ELOUAHCH,2
L253035_B_46,17:15:00,17:15:00,DJEBEL_ELOUAHCH,1
L253035_B_46,17:17:40,17:17:40,KHEMISTI,2
L253035_F_47,17:30:00,17:30:00,KHEMISTI,1
L253035_F_47,17:32:40,17:32:40,DJEBEL_ELOUAHCH,2
L253035_B_47,17:30:00,17:30:00,DJEBEL_ELOUAHCH,1
L253035_B_47,17:32:40,17:32:40,KHEMISTI,2
L253035_F_48,17:45:00,17:45:00,KHEMISTI,1
L253035_F_48,17:47:40,17:47:40,DJEBEL_ELOUAHCH,2
L253035_B_48,17:45:00,17:45:00,DJEBEL_ELOUAHCH,1
L253035_B_48,17:47:40,17:47:40,KHEMISTI,2
L253035_F_49,18:00:00,18:00:00,KHEMISTI,1
L253035_F_49,18:02:40,18:02:40,DJEBEL_ELOUAHCH,2
L253035_B_49,18:00:00,18:00:00,DJEBEL_ELOUAHCH,1
L253035_B_49,18:02:40,18:02:40,KHEMISTI,2
L253035_F_50,18:15:00,18:15:00,KHEMISTI,1
L253035_F_50,18:17:40,18:17:40,DJEBEL_ELOUAHCH,2
L253035_B_50,18:15:00,18:15:00,DJEBEL_ELOUAHCH,1
L253035_B_50,18:17:40,18:17:40,KHEMISTI,2
L253035_F_51,18:30:00,18:30:00,KHEMISTI,1
L253035_F_51,18:32:40,18:32:40,DJEBEL_ELOUAHCH,2
L253035_B_51,18:30:00,18:30:00,DJEBEL_ELOUAHCH,1
L253035_B_51,18:32:40,18:32:40,KHEMISTI,2
L253035_F_52,18:45:00,18:45:00,KHEMISTI,1
L253035_F_52,18:47:40,18:47:40,DJEBEL_ELOUAHCH,2
L253035_B_52,18:45:00,18:45:00,DJEBEL_ELOUAHCH,1
L253035_B_52,18:47:40,18:47:40,KHEMISTI,2
L253035_F_53,19:00:00,19:00:00,KHEMISTI,1
L253035_F_53,19:02:40,19:02:40,DJEBEL_ELOUAHCH,2
L253035_B_53,19:00:00,19:00:00,DJEBEL_ELOUAHCH,1
L253035_B_53,19:02:40,19:02:40,KHEMISTI,2
L253035_F_54,19:15:00,19:15:00,KHEMISTI,1
L253035_F_54,19:17:40,19:17:40,DJEBEL_ELOUAHCH,2
L253035_B_54,19:15:00,19:15:00,DJEBEL_ELOUAHCH,1
L253035_B_54,19:17:40,19:17:40,KHEMISTI,2
L253035_F_55,19:30:00,19:30:00,KHEMISTI,1
L253035_F_55,19:32:40,19:32:40,DJEBEL_ELOUAHCH,2
L253035_B_55,19:30:00,19:30:00,DJEBEL_ELOUAHCH,1
L253035_B_55,19:32:40,19:32:40,KHEMISTI,2
L253035_F_56,19:45:00,19:45:00,KHEMISTI,1
L253035_F_56,19:47:40,19:47:40,DJEBEL_ELOUAHCH,2
L253035_B_56,19:45:00,19:45:00,DJEBEL_ELOUAHCH,1
L253035_B_56,19:47:40,19:47:40,KHEMISTI,2
L253036_F_1,06:00:00,06:00:00,KHEMISTI,1
L253036_F_1,06:03:10,06:03:10,SIDI_MAROUK,2
L253036_B_1,06:00:00,06:00:00,SIDI_MAROUK,1
L253036_B_1,06:03:10,06:03:10,KHEMISTI,2
L253036_F_2,06:15:00,06:15:00,KHEMISTI,1
L253036_F_2,06:18:10,06:18:10,SIDI_MAROUK,2
L253036_B_2,06:15:00,06:15:00,SIDI_MAROUK,1
L253036_B_2,06:18:10,06:18:10,KHEMISTI,2
L253036_F_3,06:30:00,06:30:00,KHEMISTI,1
L253036_F_3,06:33:10,06:33:10,SIDI_MAROUK,2
L253036_B_3,06:30:00,06:30:00,SIDI_MAROUK,1
L253036_B_3,06:33:10,06:33:10,KHEMISTI,2
L253036_F_4,06:45:00,06:45:00,KHEMISTI,1
L253036_F_4,06:48:10,06:48:10,SIDI_MAROUK,2
L253036_B_4,06:45:00,06:45:00,SIDI_MAROUK,1
L253036_B_4,06:48:10,06:48:10,KHEMISTI,2
L253036_F_5,07:00:00,07:00:00,KHEMISTI,1
L253036_F_5,07:03:10,07:03:10,SIDI_MAROUK,2
L253036_B_5,07:00:00,07:00:00,SIDI_MAROUK,1
L253036_B_5,07:03:10,07:03:10,KHEMISTI,2
L253036_F_6,07:15:00,07:15:00,KHEMISTI,1
L253036_F_6,07:18:10,07:18:10,SIDI_MAROUK,2
L253036_B_6,07:15:00,07:15:00,SIDI_MAROUK,1
L253036_B_6,07:18:10,07:18:10,KHEMISTI,2
L253036_F_7,07:30:00,07:30:00,KHEMISTI,1
L253036_F_7,07:33:10,07:33:10,SIDI_MAROUK,2
L253036_B_7,07:30:00,07:30:00,SIDI_MAROUK,1
L253036_B_7,07:33:10,07:33:10,KHEMISTI,2
L253036_F_8,07:45:00,07:45:00,KHEMISTI,1
L253036_F_8,07:48:10,07:48:10,SIDI_MAROUK,2
L253036_B_8,07:45:00,07:45:00,SIDI_MAROUK,1
L253036_B_8,07:48:10,07:48:10,KHEMISTI,2
